Transaction Hash,Status,Method,BlockNo,DateTime (UTC),From,From_Nametag,To,To_Nametag,Quantity
"0xe45c2e2ca380eb29f27fa5aa1b29c889e800ad2953c3c5e43965565b6b499ff5","Success","Transfer","38542760","2024-05-08 12:41:12","0x13958F540111CaA602d187a5001686Ddf2306ff9","zpnazar.bnb","0x0000000000000000000000000000000000000000","Null: 0x000...000","1787.78","",""
"0x9153db24b1e0a7613f5ddc38df57ad0035ddb77130f8c784fdd788b587002400","Success","Transfer","38542311","2024-05-08 12:18:45","0xBD0fbEb5d04a96E84fed4bD485cAe7df09aC7835","","0x0000000000000000000000000000000000000000","Null: 0x000...000","3946.3750039177494","",""
"0x06fe943f646987e6bd69d41e9d8186cefdb847693ed54142b9f3785c212cd877","Success","Transfer","38541803","2024-05-08 11:53:19","0xBa67cB850668EbDC213359e1ACdB96687717E200","","0x0000000000000000000000000000000000000000","Null: 0x000...000","6102.69112665","",""
"0x653518e42d7e06fe8f1fd753a9dfa1f57b999891beaac2fba96cf378958bb4e3","Success","Transfer","38541716","2024-05-08 11:48:58","0x904EcA21B7F1296442FeE4b4b00ad2e2bff3d890","torchun.bnb","0x0000000000000000000000000000000000000000","Null: 0x000...000","350","",""
"0x55650cfd5540e24b571e4ae955947aafd807dda81406489885cf058361f52240","Success","Transfer","38541619","2024-05-08 11:44:07","0x08943873222CE63eC48f8907757928dcb06af388","","0x0000000000000000000000000000000000000000","Null: 0x000...000","500","",""
"0xefd423acdb6cae30ec49dfac0c171957f5ce1a6f6bea4b855500417d6c0a0e32","Success","Transfer","38541186","2024-05-08 11:22:28","0xed51F66bA4E958235aA0992dD8cf1d2aBcD783bd","","0x0000000000000000000000000000000000000000","Null: 0x000...000","772.1998945","",""
"0xb0a136566c10797f28650f1c68a29a435039089e8ee97c5af41f48bd9a08a14b","Success","Transfer","38540353","2024-05-08 10:40:43","0x25904c20f1CD3C74bEFefeD3D2aB6566D845C8B5","","0x0000000000000000000000000000000000000000","Null: 0x000...000","3450","",""
"0x5f72bac2cbcb9226a6ac11d9a38dbc635d0cfae5d44020a8eb8b112d7a062ee4","Success","Transfer","38539523","2024-05-08 09:59:09","0x41951A191ec0c833Db8c50c713a07B376D083cC1","nfterrax.bnb","0x0000000000000000000000000000000000000000","Null: 0x000...000","1313","",""
"0x376481c8ba5cbf87744de7b704bc36935bd42b779a5a66997c45298b585dc729","Success","Transfer","38538502","2024-05-08 09:08:01","0xB253b4c559452070D76569840D51DFC7C3075Be5","","0x0000000000000000000000000000000000000000","Null: 0x000...000","5000.00181","",""
"0xc2be54f3c8c9db491177f5365ce4924c8dfd0cfa277c1923901fa0954afe1c06","Success","Transfer","38538230","2024-05-08 08:54:25","0x244C0666817bC5CadCd81F05F4400f17FD06e11E","","0x0000000000000000000000000000000000000000","Null: 0x000...000","0.00595","",""
"0x0fe2cfea428d01fb30d160b019db75571d176eaa22a622fb1c8d6fff551db6bf","Success","Transfer","38538018","2024-05-08 08:43:28","0x8e957e490dF83068F44c6277Dc42Bd61f6Fb3066","","0x0000000000000000000000000000000000000000","Null: 0x000...000","255","",""
"0x4a521d818adb82b1afd3430b543f5f055db3a0359e49a55e80fc484af4f7e004","Success","Transfer","38538010","2024-05-08 08:43:01","0x505A0617101F5820d26D59e30884eE7AB22b575D","vova.bnb","0x0000000000000000000000000000000000000000","Null: 0x000...000","100","",""
"0xd58da4976df373abba98bd06cf5532e172435777aa52035e8c37bffb149d153e","Success","Transfer","38537878","2024-05-08 08:36:25","0x244C0666817bC5CadCd81F05F4400f17FD06e11E","","0x0000000000000000000000000000000000000000","Null: 0x000...000","211.38","",""
"0x94cbd4d245996f1be45bd47061ca0aa329216e1996b48278f9e683e725e7d3e9","Success","Transfer","38526516","2024-05-07 23:07:28","0x21b87C773E4AECa81428Ff8036880601Ec62D148","","0x0000000000000000000000000000000000000000","Null: 0x000...000","2601.342230329431","",""
"0x1012ce8d286bb402c50de961f9e713511814d6492e725b4f6258e328ff547562","Success","Transfer","38525181","2024-05-07 22:00:41","0x61412Be4424150e9Bcd38F0b61D9A748c4Af21B1","","0x0000000000000000000000000000000000000000","Null: 0x000...000","181","",""
"0x2cbe05be16468176d43208c7d4bacd0c77d8261b8159f89a545bd36ddb643827","Success","Transfer","38525110","2024-05-07 21:57:08","0x81a72aA945F90142370FC7E3aDDf039ebbe2Ef19","","0x0000000000000000000000000000000000000000","Null: 0x000...000","1258.33","",""
"0xd2ef7439bfb060b101a5297a2b2c06130204c3a7278aa8a0c457fa6a934ccac9","Success","Transfer","38523580","2024-05-07 20:40:37","0xbB402e420ECA3160b6d102aa8E693e652Cc5c4B6","","0x0000000000000000000000000000000000000000","Null: 0x000...000","4570.001906472539","",""
"0x21264a6378f56b65f5b1cc732def3899652c832fc5668559a5f12f1bd888981a","Success","Transfer","38522724","2024-05-07 19:57:48","0xa86fD72a2af0238aa6Ada838a0855efB25C6DeB1","","0x0000000000000000000000000000000000000000","Null: 0x000...000","3216.9","",""
"0xee7713cc539e7245d432664e353b551137c6e5a1cb1b9c298c6e80e1a8d49a5e","Success","Transfer","38522441","2024-05-07 19:43:39","0x310f0d17b66881407Cc13d22f557fC3c4Bfd41bb","","0x0000000000000000000000000000000000000000","Null: 0x000...000","357.500784","",""
"0x8f8c775e3d49bd99bf762c432d00d3ed90688bf2404a1cb63e9e0252f76fb1c3","Success","Transfer","38522115","2024-05-07 19:27:21","0xA4C350f7Ee6d318215a76A22D6D1D10D62Cd2137","","0x0000000000000000000000000000000000000000","Null: 0x000...000","1252.3124999951758","",""
"0x05a51d96a2c09c673b2554a8c9e7ac6ebac692d82b8ca3e01df6720989a1ed14","Success","Transfer","38521796","2024-05-07 19:11:24","0x336B6503157A47f19F155e570db1Ee327c2385D6","","0x0000000000000000000000000000000000000000","Null: 0x000...000","322.2055139817797","",""
