BlockNo,From,Quantity
40726262,0x4aD8cDb06C0e07B2575343D769B0Ef9CC5e85a5A,2.5
40726205,0x4aD8cDb06C0e07B2575343D769B0Ef9CC5e85a5A,"1,717"
40726013,0x999f1697b2175f66d364819aa7Af2E77E62D3630,147.5
40725958,0xdfD28873B66D906EC8dc6067F2fd7189e8b05414,429.8704295981265
40724073,0xe241205A6dE39A25cc557eB3aaB0Bb6A3d538C11,0.46066148435814863
40724027,0xe241205A6dE39A25cc557eB3aaB0Bb6A3d538C11,192
40723781,0x833F173A7e05868F808d3eF6b60ef3B159D449CE,299
40723759,0xe241205A6dE39A25cc557eB3aaB0Bb6A3d538C11,100
40723734,0xC4abBC0B2844ab76e3db900eB96Eee88a78F9500,529
40723720,0xC4abBC0B2844ab76e3db900eB96Eee88a78F9500,500
40723615,0xa8Aa913e78513e9B9dC3f008C656b6b983239bEc,300
40723301,0xf7E1874e96535dCf8E8E915aAcaEaf40f8b038f6,"2,955.4846047893043"
40722757,0x7127D2bF9dc393FB15Bd5CDb04Fd8F00E04bb7f0,50
40722253,0x2a18f5c0dff157B52396eda0EB4aD6a69Fabd504,"2,003.7"
40721769,0xD03270f2B2F6Eec2Cc2d94b59d8B560f8990220E,"2,304.57"
40721633,0xc7e75f3d26A428F6A337d468BB420E87ffDd7156,250
40721179,0x3bD3C3d25f06A6D418BcD9b7fFa165D9C7F71fDa,800
40720366,0x4843f493D5d482ed22c33bE812bac66C81DF3b3D,27.277460896533984
40720242,0x2a9f215F6156BB7a6C46C746C765e7f92464cdC9,300
40719881,0xCf683BE9499c48d316444a8696742b53CDB5DBF5,"1,003.687"
40719860,0x917E0E0bAf185fF00163120dD9e1422a371A38C8,"1,000.68"
40719845,0x0CB3a05981366a2734e9BB4C6738C367f8E26de4,250
40719823,0x2466915408aC1309d630F57fDbe27e09FEAd1062,338.750052
40719477,0xA09a4e0f859Fa3Ea48C9132A973ad39607Fe9A87,"1,268.25"
40719374,0x8540081Da57F07Be8566D08AE01eEaf70d8a8574,216.269
