BlockNo,From,Quantity
40877606,0x04e19EED5Fd3f2402f0F7E95425c498F4C62D02e,250
40877026,0x82f38a4cd3C327578656ca7052892Db84d266c9f,1,572.6909761123147
40865272,0x14Ff0Bc9417B6796f79768729002A793b51205B8,1,251.1016752001888
40863439,0xF525DcfbF05F1Cd29aB85fEFb1D25EBa5E4819Ed,154.88
40862549,0x27d98AB2dd2255F7066005f64895d37c16E7f6b9,1,051.82
40847338,0x42e261D64095C1586b4fd9669c4fC845D17df521,60
40846143,0x020891d1E23Ab9a8A5cDC6dEf299761c5AEE0B22,5,002.33
40842032,0x962D94F0d4162743963545c6c0131f119F4403Ce,120.2
40831489,0xd4388e6c9274AdE042b33f5b863b1303ce090E3D,250
40830371,0x2D7B356cc7aE278C50918EE0cb95ABE3Ec56452E,2,220
40823818,0xcDb2E1fe2F4613b00395Cc23f1819b912569fa1b,437
40820425,0x7BCBDf34D07213060B0bb31EB7962e8d4B85D780,250
40820388,0x7831DDfff2beeFE3428230d65A7231b93F3553cD,0.006150460105490055
40820331,0x7831DDfff2beeFE3428230d65A7231b93F3553cD,295.44
40819542,0x1b3FA51fAf16CD79Ccb8A79400379bc19974c103,250
40819186,0xB9D3D15205a785FE492EE63E26e2ACB9131BD05b,1,193.553568613963
40817650,0xC81a77D1F0785ea0788DD4F6266C8C3Ae886dee3,6,872
40817507,0xb02Fe8Ce7ed1EDB018611FD0f7DC983028a5E41f,2,445.607691179482220707
40817149,0x5046c5EFFa4a52Bc6190DF3AD5bA17358a43dc19,610
40814869,0x712f8a9EA6341df8C6fA528419eA767A1bB92f61,3,000.14
40813968,0x1cCda49c087AA393c9B1AC606b3035385b7089D1,106.43779
40813967,0xe1b0c6E86ce13fCde1cD2faa7E2cb2098fe4740E,363.679
40812703,0x86382d5D6c361f23a386521894e61895f60C3698,404.01789878699987
40812544,0xcDb2E1fe2F4613b00395Cc23f1819b912569fa1b,8.3
40812482,0x6af2f5A712650Fdfb828401b878171A8c4ea38c4,0.001259156396655524
