BlockNo,From,Quantity
38259271,0x69bbe1566cC01c8E5809526028EEb47AeC652a3e,316.67137971468946
38259178,0x8c57D1Fab10D4B78F49ef5C6ABaEB76a63710f61,250
38259083,0xe627620E52e11D043f5A1dfAf8eB4308219e6d6A,847.75838
38259068,0xBE3C90D34b757587C62852DCd57f7c8E1bc5547C,249.2958
38258967,0xD8f35EF085D202FA7CAd0E0C61da737b60E1F855,717.09112
38258127,0xB088Af717E0F72136746544a8EE791A6B3149815,612
38256789,0xAAc588B919973aA47b7a780719139B60151933E1,1250.76
38256438,0x07266611A9000c0225cF1501020Ff0B058F0e6CB,1250
38256216,0xE2df1B94ADCF8bf41219651010EF9B229EDb228b,10026
38256045,0xE2df1B94ADCF8bf41219651010EF9B229EDb228b,1000
38255859,0x24120627F9d31859757D9B94c025041A5868f196,13184.834973996381322318
38253063,0xD1453C1310846EC5Ba080fCb1D3E128e9D124745,3354.8896763969387
38251385,0x7097d850a9EF60699D6349801427d46A786E9e6D,4050
38251275,0x771DECC16B2362144F86aC4d748038927E153593,250
38251234,0x82ec477BD93940e7CE16fa42f464Be82d7355815,250
38251030,0xC943d7dbdE50aAFa20532939405C1Cdf10147ff9,500.18557299213643
38250778,0x81D8CDe09dB2D83D477FB833003cb373C6c6F35E,1251.78
38249063,0x4bCe2508A663b1d241450258b71cBf0D132DA842,298.403984669975595822
38248961,0x922175bc910A4D2a1a9a55938eC33baFCcB00D40,250
38248507,0xC5C5B58DB77714c29bb19C8Bb933994E6c7f38D8,1000
38248207,0x85d1f135718F40Ce9399C42A7f4e912eb91B8B66,150
38244492,0x22ADC81De50eB7f27D11653BB925507Eee90C59a,251
38241465,0xB0759A6F09CC7c12704ddaA5716544CA0C1e9bf4,2100
38240065,0xf8a3157E83917CFA7B72384a3Ddf83cd353b0A75,250
38238011,0x8192589b8079b8dc2a9269720b923972E3EeB0b5,65
