BlockNo,From,Quantity
38119163,0x24367230CbF6eda8fA35773F07dBbC2B3214b851,2588.98
38119123,0x1a245Fa866932731631E1ec8EDcDbB0C6A402559,5852.663592
38119120,0xeD420F5F00186Fa868aFF815f9f5725BE1CAdc6d,1995
38119065,0xf5CD2627f856c2De16Ccb2d59143dA8D9d9F0093,301.66
38119060,0x9f4AaD857799731C44CCe345ee39a5639472904C,1
38119030,0x06E88f863518b1E9eABE43EC81d27deF7a27F26a,300
38118917,0x771e2dBd34D17D30b5D324B43d4C32968513164C,7119.731084
38118885,0x9b01419490DC00124fDce3a2F9688Bbf09af3776,1007.608838
38118866,0x080182970F8cf8EBfd7Db1d359Fb81d32680208b,2
38118853,0xb226eFF9Be0F679CfB703626C911113513B63bd4,1500
38118764,0xCA19509388d5a40e42398F2FbE28c35a3147cA07,991
38118758,0x31044Aa77eE5C99e5e35152884eF53b42Fcd76fC,1005
38118750,0x72FEcb76a39536F6851cb53deAE03e66CF3a8d4A,100.8376971
38118713,0x1CC6C272B28E91E5cd6F9d2629b20bBd3279A84D,23692.29
38118677,0xd554ff20B3716FDE0Bb9b334CdEd4D7c04e5E47d,604.8220532
38118629,0x080182970F8cf8EBfd7Db1d359Fb81d32680208b,1
38118628,0x99B3e0fD67df7E57E377F1A46F2B1915196a844a,729.5553693
38118470,0x53F32eC6B60Db98F42Ee1Ce05c7975Bf9Be52C5c,250
38118432,0x544035d1624A71589635b9997D621462615B8967,400
38118392,0x624DEae333AA3E1eFF645cfd258Cc1E409F20585,750
38118324,0x147DCaE893B73d19d4d0e4054208D3a35dF03f6b,599.9965118
38118320,0xd6ADa483Adf625172368744E2DD23829C20fA9AC,80.93833268
38118311,0xf26E13E518e2C499874D1D6E18ef30b7DA0F6198,1085.97
38118263,0x9c37b1E0c2aF0C5A8BC4BA129E82Bff6681CFdeb,1250.0005
38118165,0xB632619Dd73db082Df23d7E8D5bEd09b63E31417,100
