BlockNo,From,Quantity
38118045,0x86C14aE4C7C22534D361c6790aBb5FCcE12453fB,1223.98
38117994,0x19E6beDB806C30202c06454c11E568Ba084aeBee,403.87
38117958,0xED07099f72FcD570f0E5A5b81719553eB986294F,250
38117947,0xbC979E5AFD9D2e4f8eC00ed0E0fa2240cEb1819a,338.3207879
38117892,0xF6CC674930985eDEFcd56a30Da522C327039D037,5002
38117876,0x86576fa445Fa507338f7c16CBC773500db8cc562,920
38117874,0xd5333942b405101a3B789d86440A41B7D3C9e71b,16399.29584
38117819,0xaA638A5426ad0904Cc52E161B4A4832168eb9D40,5008.006717
38117753,0xb2D0f56d4FdCe2d712b0CE11d4D25626bC6dE569,3001.8598
38117640,0xa919538CeAb5c64608945865835dbC10540feB1D,0.47
38117622,0xB86d0cabde482046E546856f54fAa82fa50caeF1,350.7195
38117611,0xde8Ba4A9B09D75B5F7d571daCCD7cB459C143DF3,250
38117609,0x239DAe7f59a24fF2BC188235a38f9650c823AD3d,250.6025687
38117598,0x33b8DBFcd046cEf86806a83007a5B2f810Ea4473,0.3
38117582,0x33b8DBFcd046cEf86806a83007a5B2f810Ea4473,6334
38117557,0x81d3B09Aac3C68C6fF687C4318D6Ea89223F2A8d,3253.29
38117516,0x576CFC154DE79c58Dcafd17D87C3BC0DE2e26513,84.91727818
38117480,0x6310092D05477E1665C12Ea981f3D3d5D0532fb7,351.0754962
38117472,0x3731696c9b5098beaCf8DD03aC00c30bbA979806,1226.145989
38117456,0x67ee257E82d2835A278981653B971798f396bf96,90000
38117399,0x035DF91Bfb4DB748b50e29c86ceEFb97e2B8FD63,4000
38117395,0xa919538CeAb5c64608945865835dbC10540feB1D,10265
38117393,0x35175803173A529FFf3b3a369e829cF9129d069E,645.2126825
38117336,0xE38C5fA37006B4Cc9Ff0f7054d902922307488D3,600
38117334,0x3D42C725d9cBf782d1476cC704E7500f0cf58D8d,1354.648223
