BlockNo,From,Quantity
40812442,0x6af2f5A712650Fdfb828401b878171A8c4ea38c4,51.46
40811388,0xb02Fe8Ce7ed1EDB018611FD0f7DC983028a5E41f,2877.678092332419115651
40809998,0xBc6507FF5cF29e6B38Dd5789a8167345Aa333853,209.42
40808977,0xc46A64972357401959046A7341f65D832588dd3D,300
40807828,0xb02Fe8Ce7ed1EDB018611FD0f7DC983028a5E41f,50.178534572033575409
40807720,0x9BCc3400a3a8d9db9F601E2a65E43042F6aD8Ba5,1264.58
40807345,0xA45E27C5B982591C8E6d510d3BA70bb815D42dFb,0.89
40807332,0xA45E27C5B982591C8E6d510d3BA70bb815D42dFb,251
40807319,0xaa089eAE69704D383794139318E76b28FDFD8b41,553.5752960848689
40806014,0xfe2f1f2780BAe8af43638CCfDC2b0D09E37D3740,1000
40802989,0xC6Ff5b8B21DE2a230bd626f128C1e39Ec56311e7,818.1596549840439
40801754,0x97F1d15789De2db9eBC59895023B420aF33BAd96,0.000000000000000476
40801684,0x97F1d15789De2db9eBC59895023B420aF33BAd96,50.39752669357671
40798956,0xDDd99beca9F7DAA4BDa89117259C9D3584f31E0a,16668
40792555,0x971CDd31accFCff7f1Dcdef7B6c813279E364378,1250
40792154,0x57A55C35831798027E66C352Bd713b55Dfffa960,1483
40791984,0x005D15505Cfc7c1C7B97D4Fd7627687a3378bf76,10
40790551,0x822fA5ebE2253D714efA2b30DbeB7D213D0F5eDc,864.51
40789713,0xEb8cFb283c51B37E415dea27A5fecFDc06303efa,502.0466062416301
40789712,0x9C1277FbC2cBb75DFAfF868F16b21cAfF057acAE,507.9127140818
40789214,0x94ec4c9bB7BaDF941092CefD9ccc0Fb6DD4EACE1,250.4
40789020,0xa8Aa913e78513e9B9dC3f008C656b6b983239bEc,0.5
40788190,0x450FfFcdCCA801488ac805f2BBb30e0447AEf746,5522.433599140151
40788032,0xBC8E2e64631B8887Ee5aFDA9e3008cA194958b9F,251.01
40786753,0x961dFd9168aA44Cfc0b7E34fFf815848eAA7C578,252.47242911898817
