pid,user,amount
92,0x2ae42274c4e0a45b39c3934cfcc83a66776afc0b,68618283657078039032
92,0x5f38faeb1e64aa28526bc7b4183dece737613aaa,68618283657078039032
92,0x67b4e5b368ac53580a3b4155512febbe6ba3e7d8,31961104898978972555
92,0x1e1c3278400ff12b0596b118a8a601ba59e10084,68618283657078039032
92,0x213adb059e4b51876107eb198a758a53933e91b6,66229035090466741247
92,0xffdc0cf85fca734890fd3a8a90f2f76656cc6a30,8342825460283811856
92,0x4f28ee9942ed6a58821a44e7e763577122cfee17,26070072854226321401
92,0x8af29470e9c87650a1dfd2db2e900faf27bec9b8,35048218010423977631
92,0x979c3c30100ac584e16490776f306d66a08cb0b0,68618283657078039032
92,0x09643e0435e76b68a8856b4c498244f716ba3468,20585485097123411709
92,0xf976475469e7e882ec03d0832b4354cb4bda57fc,41693634741066250539
92,0x674d20f803d4865cf753574473cd77708e9e9af2,68618283657078039032
92,0x64d2fcfac493729d1c50cae847580a59ae831555,65743034295057981527
92,0xe84c4394c61aa4d5b0c379adfb569537448d6f40,16195455241562828909
92,0x53a433631556dd1280a036c091f4a3179bf07090,14472760924589466121
92,0x86a334ce59c07387050724f724f285ed0569e68e,68618283657078039032
92,0x384f2c3d4e7cf5625b7e1fb18ce031bc0fd1bf78,68618283657078039032
92,0xe654229b9dc0da7838fbd7f34f377faf36cb2678,68618283657078039032
92,0x0160333abc6cc81c02ddf682e3684ead1c5e1158,68618283657078039032
92,0x635aa36c3b5be60c64999e1d740797d4d9cd1952,68618283657078039032
92,0xe5ed4bd829ad3fdcead7e35603fdf363fd76569b,208088690117502495
92,0xddb9432709394941b5f0e6bb8f1cb3492b43d8d3,22018921616948773711
92,0x0b35c3ca64919c91685abdfa92755cc710831f4c,26460997945208035886
92,0x05f05e88075fbfc33fef63335e5e6127bb2bcd2f,68618283657078039032
92,0x6d81990bb581c2d1baf7a4a8d217c43fa7781119,68618283657078039032
92,0x55f13b6c8b7d464e9d5b8a3cde34ec312fe26c25,49947320567468915613
92,0x4d5705117805cab0336a84f8014416bffa1e50f1,68618283657078039032
92,0xc86fca1cec172c35135cf61973aeddeff59d6220,68618283657078039032
92,0x86a4ccab666f7b26ef473fc67ee7dc5dc3c76800,68618283657078039032
92,0x7830bdc67bf0d74c7c45046afc67dba5513ac7d2,19010287136439876872
92,0xe0f94fe43339dae0f4ee5421048931fc29a44237,68231217118372197957
92,0x5c3490ae969ee555c4dda98803a9fe8d9688d556,9222202594872806110
92,0xc05d30e89f3a9d4def94908b5bd08c8532e86644,68618283657078039032
92,0x77aa5a2d41793ed468da93832724159cfaa1f0a9,34309141828539019516
92,0xf5a3cb17bfc27968700178d90e86e53044fc4a8e,13723656731415607806
92,0xc825c4ed0ce2607939a201f12b591f015d634090,68618283657078039032
92,0x5fb0058280611b57e7fd96dc4ba3616bd0d29806,68618283657078039032
92,0xa20039e396d4fd251b53b947e2862fd2262f780d,273408398199270468
92,0x5cc8543a4e9f7f49024e77017447322a8e93fa80,27459752564981557528
92,0xf026e6cfef67775667d5942e419c4fc956deb162,68618283657078039032
92,0x7e19b3f058b328021836c22603b3cf5d2402694c,65976574075670902864
92,0x62a7fcc2830dfb3d145ec7a03d94787dbe742185,51811690483773952900
92,0x079601a1a437c2a36a092f2d5477d64fc3ccdbb2,13723656731415607806
92,0x69bbe1566cc01c8e5809526028eeb47aec652a3e,27447313462831215612
92,0xdb1021cc4a10b88edaaf5bcdeb986e6614b45fce,68618283657078039032
92,0xa4ebf1c9f321d5f75551aba149ce64013d6dea1b,68618283657078039032
92,0x968cb18450b33214c031913b85c90aa84854aa38,7616060848897280654
92,0xbe8668fa86cf6ebf37d6eea6ba473bb3aa3a7ea2,68435199483185535370
92,0x69560286ee18151c3f9d5193f0da8ad57b497f0a,36966243160914150991
92,0x1da37784fe80f9464909c6262b523c158f78c2c7,27447313462831215612
92,0x52c718e441bbcb6bf0d3bf3a88638ef692cfe80c,14318425664150734701
92,0x01ed673b8a71d160d79f840b704b3c6a832c2452,2744731346283121561
92,0x059ee7446ebdab11ae742d4511dea933e36232b6,13723656731415607806
92,0xa5ab209950fb4f5bd5d7a0a06359c379d9fe6744,31113470230606740602
92,0xbefbbb230a7de4eff48749971ae62ec9d4ce9782,52457220422272715811
92,0xc4b1bb0c1c8c29e234f1884b7787c7e14e1bc0a1,68618283657078039032
92,0xa10d89d792378e651e67899ad7600e9f7e3eb429,68618283657078039032
92,0x1a9356996d324f9519cae2c829905d5644cfcc2b,68618283657078039032
92,0x32527ca6ec2b85abaca0fb2dd3878e5b7bb5b370,68618283657078039032
92,0xf8c35cc8d074d17c1cd3466209211941413428f5,27447313462831215612
92,0x6dfd9a064ed3fe2adf3b2c96350921a14d648c83,13723656731415607806
92,0x717a9221e3ab144a21c5338907ee76058e508f2b,65521065899169643754
92,0xd3fda8bed219e33d3d6c615175c5aab5f233faad,33848379780286211967
92,0xc8cd8837bd3b7796c2bc3f0e047f8f28fd39320f,54894626925662431225
92,0x890635eddf6ed6dc4a11a43b4c71c23761489e78,68618283657078039032
92,0xcf683be9499c48d316444a8696742b53cdb5dbf5,63924138219748361816
92,0x63c984b3c620fcca0e26eec611a2b3c4fbfe5453,68618283657078039032
92,0x52e14fba2f11db20a64ab7b99c8c615055dfd53e,68618283657078039032
92,0x347545b9406a0732f570a82e0de918ea36a1508c,68618283657078039032
92,0x310f0d17b66881407cc13d22f557fc3c4bfd41bb,2500478396573016676
92,0x9dd6a12bf9af29abbc06bd4b9ff37db2855b0e8d,68618283657078039032
92,0xbaef66a51f0a37ad71ebae8559a943b79adee460,68618283657078039032
92,0x94437f4f9037a2c740373e59808449422f9f01db,13751104044878438355
92,0x1d4c739ef11d25f2ac76ff8c5a99c42197cc864c,1022697147628517120
92,0x9edb3b23db4161ec25a06a2036b1620efcdceaa5,68618283657078039032
92,0xf1c3604196ce8d756999599997767486bf756bf5,68618283657078039032
92,0x02ddb33d356ddec2991b377ab3487ede514685cf,68618283657078039032
92,0x8079f545072bfed6f1f5904b43b0f7ec81e9fbfc,19572851136711779790
92,0xb02268fa64174635e5bc1c9a94a64b9ef107293f,12745870010451004917
92,0x3f9c33c3e037fd66d05caa86156f2a741bbfa780,61149374884436222987
92,0x79fd2c581896edce45d8c2408effd2e0758bf330,27590896729253320151
92,0xd6f10a6c46a56310f979e05ad523a99ec4b9a8dd,63765905069310441984
