BlockNo,From,Quantity
39014111,0x9d5531a034c125ac14f0780E6e99310739AD0B14,10354.94424
39013914,0x43634D29B94268BaD0eB63d54E1C92362048D2Dc,1002.91
39013731,0xBa050B96B369d66a7C506E4E13831b861C15208D,322.5513286
39012815,0xE0Af755843c28264577D3f3650440e33B2888E0d,157.6477
39012436,0xFe41a2A4997C7ab01eAe8D3533cf6ca7c5D832FC,107.389
39012374,0x4EFA29c10092D73e616c48A968F1B18944D78153,270.085
39011227,0xFa54642d2227d3e2629F580507A8D318F5E3d48f,259
39011140,0x26cB8d62DC6a7433eaC523431AA55edD09daFe19,252
39010859,0x544bA118b8fF2de312B7A94791B8f500F9EE69F3,242.462
39010167,0xBA60283Db86f9fB7F16c03fD7a79355708739530,1035
39009888,0x50ad382d3c950Be11CFc3B31Dd8e45eFDEB5332A,1826.434105
39009598,0x010dD4878c0850E24ec03473dC7bcAa0AaacFa9c,2000.8
39009546,0x3D42C725d9cBf782d1476cC704E7500f0cf58D8d,1354
39009529,0xa6Ca3c14495A3D2a6998db5bd98B853D421eb1Dd,252
39008870,0xf8f0a6224513d59f6d6f47C5D333966b05750597,0.16
39008821,0xf8f0a6224513d59f6d6f47C5D333966b05750597,25
39008412,0x544834a2a9dc7f7299e0a59d48c3E4D0eab44bd6,1000
39007630,0x0424e057c2D0bC7e58C75975AAF38BF1e598cd49,1505.799923
39006931,0x49B71B8E040301aB9da862916e90EeA69fC717d7,340.4455
39006256,0x2fDaE8f8c93c00a010d2EF401ab9a17889C293Af,1795.6
39006096,0xf2be1fa1C0b8C2Dd5fC6A6A855Eec46D1037E2CD,250
39005916,0x87f7f02b0FFDF7E87b5cCE22371600234CAc2B15,251
39005423,0xF92D523a6B606655d943f89aAf5103ab834F8fb1,1250
39005403,0x1484505F65Da8Da59b91Ee4e861e86C90f9DDFE1,534.756533
39005020,0xa68EdC4C1850DDe9a178eF92291660d37B251e5D,675.59
