BlockNo,From,Quantity
38708138,0xA0fAA58e05F32D11637005f342b58f2f3E30Ffb8,2797.6
38693007,0xf15083A3124F4FBF61724b59CFFaADe13C3d5F85,501.24544
38691589,0x2713247fB6b3C911a2776CB037820F8AC8164a7C,1150.2965833236005
38690047,0xB9344ae5134A0dF27cB8D016eaB297Cb37E22cD8,1250
38688963,0x2A9E25FAaB76c6b3cB5134973321f8Fe9350BEF9,1447.876457569488
38685604,0xC229eaB0B6D74E9D8BE4CCF4b22FBC7a46DCaE78,334.66046932340083
38682593,0x6f46ee35c7ccC4C27a31b3d9caEaA7516895aC40,2003.57465
38682279,0xBa67cB850668EbDC213359e1ACdB96687717E200,738.8171361499999
38678052,0x99D3C91d7Ab1e622dE429d01572BD072bf75eC87,1402.707
