BlockNo,From,Quantity
19905621,0x76d7384B59F1a58c1CCe247d2E52751DCe4eEd21,"14544"
19905619,0x6e312cF46084F5Fc30b8E9c88c3D07408dd63020,12.57
19905032,0xCc54DD4f4D079524A1C417bC2E2c2530179c6337,733
19903823,0x5e40F7f37338a21d087B6745d8F26fBD9b19F049,"5432"
19899647,0xaB61914D7CEEf1090A5538D5C0098c64CbeC37B9,"8578.16"
19895682,0x259F962e77262eE8d97cc6a112D0E0321323ea0d,"5300"
