BlockNo,From,Quantity
38670858,0x80E87786613DD5b332802111D6Ec2D2eF3dd96e6,110
38666550,0xb018F978D7D6dE47215C55f3BE381105CeAe9533,1250
38666409,0x632215ff0690084212cbb3d59cA0a6A6713D9e02,2501.35
38664450,0x2B5d8BbAA6F177FeEef3Ee82Dd239933BeE61d98,220.08
38663970,0xc2c271556D11a0EE48b5A85C95B0da37b9aCd483,1087.257
38663963,0xb8f3A96a5b61eA648b67d5E258C8Cd5080A80365,5000
38662670,0x0DF2763078b4b5C714E0EdF86Fa33bc71127180F,9652.7236
38662578,0x058Dcd900505292811C80d3D4e45ef88A370b763,12.87343311
38661479,0xDEc0dE42b846851C45FC971C1101932423A0c82f,750
38661443,0x87EA0611396C1C4ae79F352Edf3A4368392587A6,251
38659696,0x7e5DAe8DC66cc3a086fbe6bFD9CCcAd59deB4420,2022
38658203,0x6D5CbCd69e6083FCF355FFa3DB8ED1dD16eE63F2,1017.565756
38657696,0xc6fbE780Be01482ab1d188fBf20bd30BCa9BAb60,1250.345748
38652573,0xF74117bF4C3B13e6336038cBFb8BbdCB3FDDa276,337.24
38650984,0xBa67cB850668EbDC213359e1ACdB96687717E200,1442.844
38648946,0x44051AD7FdA9Ae27bCB397AC753678D0753aE16D,858.521
38648898,0x44051AD7FdA9Ae27bCB397AC753678D0753aE16D,515.519
38648543,0x44051AD7FdA9Ae27bCB397AC753678D0753aE16D,35.12
38648240,0xD91672A7e9EA8bF163F52a8dE90b2a98aFBee032,1006
38637950,0xBa67cB850668EbDC213359e1ACdB96687717E200,1078.375477
38637929,0x07C860BeF41eDB0CB31034637b97548D26017407,201.5439213
38632340,0x03b24d959222C0a557ecf1309FbD4C83088298E5,1697
38631642,0x3bEb5b78363e32832199dd0Abc961412BA4ECA6c,1316
38631563,0x69CCba053EF42e77DE0058e1BdFbaB089c78a471,3240.602779
38629859,0x06C9B63785d21A32590c33F1957Eb52Fa8967C7F,470
