BlockNo,From,Quantity
38496860,0x1feB52be24E4Bc08815F342F7027a02Cab0C5dD3,50
38496435,0xA5838A1834dEc705e4fE50b5bE1566F8838A379F,6957.62
38495701,0xf79a4CE9Bd79f43257E24986Dd35C3DfC5da5460,300.0155666
38494907,0xBd062e5034ecbE61B024029D32f537890715bC92,50
38494890,0xBd062e5034ecbE61B024029D32f537890715bC92,200
38492234,0x9c61592BAf26D931079ACB91B1e546BF14F80DB2,1422.5247
38491991,0xcCC29e42d82777791109a26d68678a04Aa3fD116,475
38491058,0x7a146aB6a1eb2769c908A1DAa164BcC33136f5c8,1010.506468
38490340,0xBF245AD0755b29B418485D03f5DAc70202f9F379,304.54
38489783,0xfC72E920F20639650B59296041a3AAD7559Fa168,50
38488926,0x550d19253Fb509Fdbd67E1Eb8b114107058131Ef,330.9710971
38487032,0xa0E9DAb471e6166aFdCBa35AB576077068c7Af18,0.1
38485498,0xe05E0F2740534df2d269ED8EBA15bb29bfccB158,219.7544
38485133,0xd02D00A7A1FaaBc9Fe5dCBECf545123E9277e32B,800.92
38483699,0xbbef2608f300493cEb9860231f2466736b759Aa6,200.54
38483578,0xa03a88989086E84E91e7ff79b69a4ED9e18E1539,50
38483211,0x9850Fd8c39C117b33ABdA43d82DD1c2bC97ac5fc,1467.74
38483160,0x50ad4b05544ABc90675Db1C87375896EB126D49B,300
