BlockNo,From,Quantity
38382005,0x212046Be13c4A13e08dD5AC77B3FE97fbAc0c0e0,127.7883
38380777,0xB71986Fa8693947BE114cF43E583F7b9093C45cf,1250.26
38379272,0x5CC8543a4E9f7F49024E77017447322A8e93Fa80,158
38376183,0xac0F1092756435a39224D7ED1cB004f5f214Eb60,300
38374250,0x7654C60D4aB31e0D4717Cc6a0ccD9c6A10C89e36,375.13
38373171,0xEd83f0ae55018cc0a1Ae3A21F0f1683c8fD37A8D,800
38371266,0x9163dA45159025623B5b8E3AaFf222842C18e505,50
38371249,0x5bE798Bf258ac5319e74428a66e635df491DE2B2,4604.363870069808
38371243,0xfb1E10D7f99013C9d5402C29c9ed93308257BaF6,1943.85
38367401,0xBB4C4d12cC10d82c079Ba803cCB01593865A7581,323.71227417
38366934,0x95274f50d6E214B3359c9Cad15F001667FB275f8,250.5
38366864,0x0308B731F7d0120fA982b6E9c5E35a11333f7B27,2516.5
38362976,0xD069B9562ff8b20eCD1883Dc0bc38438ef36298F,550
38362490,0x890635eDDF6ED6dc4a11A43B4C71C23761489E78,250
38361701,0xBEA511a57130F9A2396582B888b2f676591ECC2E,660
38360935,0x01fe7D2130Dcbb47da8C3fa5F0caf41e033ce6cf,302.27
38354079,0x8Fc87c199203332c1cc43430b9FaD2B1868E44D0,373.163
38352660,0xd409769a2430CF7801499a732cef76bd28cdff4e,2998.4926392319812
38351546,0x645FaCA6F73cD783aE1C856b2A70CBb00d345B49,419.446
38346848,0x78b3fA847Af550BA0D25673B4fd05C267cFB442C,200
38343924,0x8cdBC154409EF1Da00D328f947CCD01e0eeC2836,50.91
38342741,0xa70E458d902972c789D96590ac71Ef901abC5CaC,4829
38342356,0x86fcaDC4aB4FFc4943B9085119cbEabe883624c1,250
38342202,0xDE4f4015507cB53147edD0e2dfd3Dcf991aE7f0c,321.53978547464396
38341848,0x51222d660Cd46B7e0ecb760E523cE224006456B6,255.59
